id,name,style_specific,style,abv,ibu,rating
471,Back Country Scottish Ale,Scottish Ale,dark ale,0.057,23,3.0010638038042363
2036,Getaway,German Pilsener,lager,0.052,30,2.07553839281618
1168,Farm Girl Saison,Saison / Farmhouse Ale,other ale,0.06,30,2.836610194862996
1832,Adam's Stout,American Stout,dark ale,0.0579999999999999,40,4.330243965204812
1688,American Hero,American Amber / Red Ale,other ale,0.057,42,2.822856439494914
1687,Schweet Ale,Fruit / Vegetable Beer,other ale,0.052,20,3.182132403207427
1686,Irregardless IPA,American IPA,IPA,0.065,75,2.3199762850199868
2434,Peach Pale Ale,American Pale Ale (APA),other ale,0.057,40,3.386063817524951
2332,Deadeye Jack,American Porter,dark ale,0.06,26,3.01066189063085
2330,Pistols at Dawn,American Stout,dark ale,0.075,21,3.200747281913787
2329,Peacemaker Pale Ale,American Pale Ale (APA),other ale,0.057,47,3.6833859480719475
2327,Shotgun Betty,Hefeweizen,other ale,0.0579999999999999,11,3.51120732879696
2326,Sweet Josie,American Brown Ale,dark ale,0.061,30,3.6211736691365703
1926,Long Trail IPA,English India Pale Ale (IPA),IPA,0.059,42,3.0421552565873755
1924,Long Trail Ale,American Amber / Red Ale,other ale,0.046,30,3.0171592104481175
1090,Double Bag,Altbier,other ale,0.072,33,3.509870871333266
574,Blackbeary Wheat,Fruit / Vegetable Beer,other ale,0.04,8,3.4947982452771775
573,Long Trail Ale (1),Altbier,other ale,0.046,30,3.5971465121019426
2584,Gose,Gose,other ale,0.046,8,3.6381010301426824
2583,Vermont Pilsner,German Pilsener,lager,0.048,20,2.9730370579839525
2582,Mosaic Single Hop IPA,American IPA,IPA,0.055,51,2.704270195829506
2581,Lost Galaxy,American IPA,IPA,0.045,60,4.445755567942362
1309,Face Plant IPA,American IPA,IPA,0.062,65,3.164755572821279
1308,Rhino Chasers Pilsner,Czech Pilsener,lager,0.0559999999999999,55,1.0
1571,Slow Hand Stout,American Stout,dark ale,0.052,29,3.777188391184686
1204,Hips Don't Lie,Hefeweizen,other ale,0.062,24,2.9789885783158283
1122,Ride Again Pale Ale,American Pale Ale (APA),other ale,0.052,17,3.9351352894724734
700,The Farmer's Daughter,American Blonde Ale,other ale,0.048,32,3.7120808083142074
2033,Pub Ale,English Dark Mild Ale,dark ale,0.038,18,3.5336434013564455
2032,Ballistic Blonde,Belgian Pale Ale,other ale,0.051,31,3.121999067716059
2311,Knotty Pine,American Pale Ale (APA),other ale,0.054,22,3.8200891991234975
1153,Lumberyard Pilsner,American Pilsner,lager,0.053,20,3.2330762618493467
355,Lumberyard IPA,American IPA,IPA,0.061,74,3.542201473879147
125,Lumberyard Red Ale,American Amber / Red Ale,other ale,0.0579999999999999,17,3.687325076026994
962,Mac's Highlander Pale Ale (2000),American Pale Ale (APA),other ale,0.05,26,3.3426166892758795
961,Mac's Scottish Style Amber Ale (2000),American Amber / Red Ale,other ale,0.051,32,3.6249046255990582
1475,Macon Progress Ale,American Pale Ale (APA),other ale,0.05,32,3.777833066142077
1008,Macon History Ale,American Brown Ale,dark ale,0.055,28,3.6297344935330216
2454,Galaxy High,American Double / Imperial IPA,IPA,0.099,61,4.081871233246811
2209,Sol Drifter,American Blonde Ale,other ale,0.043,18,4.008311139186617
2133,Thunder Snow,Winter Warmer,other ale,0.085,15,4.03405122011513
1994,The Great Pumpcan,Fruit / Vegetable Beer,other ale,0.079,18,3.695669082498682
1816,LIFT,Kölsch,other ale,0.047,11,4.057027538734398
1815,SPRYE,American Pale Ale (APA),other ale,0.05,40,3.19161936714145
1126,Psychopathy,American IPA,IPA,0.069,70,4.803699168221341
1125,Gnarly Brown,American Brown Ale,dark ale,0.07,32,3.358503043532684
1124,Happy Amber,American Amber / Red Ale,other ale,0.06,30,3.3182834672627615
1813,#9,Fruit / Vegetable Beer,other ale,0.051,20,4.472377642075532
1113,Elder Betty,Hefeweizen,other ale,0.055,13,2.9520208315157506
360,#9,Fruit / Vegetable Beer,other ale,0.051,20,3.717959491793102
511,High Country Pilsner (Current),German Pilsener,lager,0.042,11,3.809895773951571
75,Epic IPA,American IPA,IPA,0.065,48,3.285670709554124
74,Golden Trout Pilsner,German Pilsener,lager,0.042,12,3.683798211726879
73,Real McCoy Amber Ale (Current),American Amber / Red Ale,other ale,0.045,23,3.2998532851540427
1628,Festivus (1),Winter Warmer,other ale,0.072,24,3.4477384689754698
1626,Manayunk Oktoberfest,Märzen / Oktoberfest,lager,0.067,21,2.4398181565130788
1625,Belgian Style Session Ale,Belgian Pale Ale,other ale,0.045,21,3.7270602225145404
1624,Manayunk IPA,American IPA,IPA,0.055,64,3.537157808472455
1600,Yunkin' Punkin',Pumpkin Ale,other ale,0.055,28,2.4360259044733765
1484,Summer Paradise,American Pale Wheat Ale,other ale,0.05,18,3.2471573278838584
1356,Monk from the 'Yunk,Tripel,other ale,0.09,30,2.9009716377487917
1355,Schuylkill Punch,Fruit / Vegetable Beer,other ale,0.06,14,3.0443383883813384
1334,Dreamin' Double IPA,American Double / Imperial IPA,IPA,0.085,85,4.467155637090125
1674,Chaotic Double IPA,American Double / Imperial IPA,IPA,0.099,93,4.585961022317876
1673,Manzanita IPA,American IPA,IPA,0.08,88,4.988053603271405
1672,Riverwalk Blonde Ale,American Blonde Ale,other ale,0.06,25,3.5009623361910664
1671,Gillespie Brown Ale,American Brown Ale,dark ale,0.095,49,3.399763749783217
1670,Manzanita Pale Ale,American Pale Ale (APA),other ale,0.066,44,3.156971699387151
1262,Marble Pilsner,German Pilsener,lager,0.047,15,3.905567328675206
845,Marble India Pale Ale,American IPA,IPA,0.062,78,3.0663622006703357
1783,Toughcats IPA,American IPA,IPA,0.072,75,4.877982336363669
1717,Tug Pale Ale,American Pale Ale (APA),other ale,0.05,16,4.008112523284799
1716,Sexy Chaos,Russian Imperial Stout,dark ale,0.099,29,4.43808996074927
1516,Ace Hole American Pale Ale,American Pale Ale (APA),other ale,0.063,28,2.971983703829201
725,Cant Dog Imperial Pale Ale,American Double / Imperial IPA,IPA,0.0969999999999999,80,4.025311735047074
2308,River House,Saison / Farmhouse Ale,other ale,0.05,20,3.3243932669701257
2268,Pretzel Stout,American Stout,dark ale,0.065,47,3.9239351436009375
2197,Rubberneck Red,American Amber / Red Ale,other ale,0.05,35,3.7261005364805007
2120,The Imperial Texan,American Double / Imperial IPA,IPA,0.08,64,2.8201197188892135
1234,The Imperial Texan,American Double / Imperial IPA,IPA,0.08,53,3.937015905528013
1233,Day Break 4-Grain Breakfast Beer,Rye Beer,other ale,0.05,15,3.7720504302174724
1232,River House Saison,Saison / Farmhouse Ale,other ale,0.05,15,3.860606165477207
1231,There Will Be Stout,American Stout,dark ale,0.065,36,4.188606409441705
1831,Our Legacy IPA,American IPA,IPA,0.065,60,2.532757357330959
1359,Saranac Shandy,Shandy,other ale,0.042,22,2.8944029761528185
1135,Our Legacy IPA,American IPA,IPA,0.065,60,3.577310305888082
960,Saranac Golden Pilsener (2003),German Pilsener,lager,0.051,17,3.820032669624587
959,Saranac Adirondack Light (2002),Light Lager,lager,0.045,19,2.6939002144016255
958,DAX Light (1998),Light Lager,lager,0.045,16,3.8453497364023184
957,Saranac Traditional Lager (2000),American Pale Lager,lager,0.048,16,3.8505701968607537
956,Pomegranate Wheat (2008),Fruit / Vegetable Beer,other ale,0.047,16,3.1642610418439303
773,Blueberry Blonde Ale,American Blonde Ale,other ale,0.05,12,3.1611007779570546
686,Saranac White IPA,American IPA,IPA,0.06,68,4.055926714650265
453,Saranac Summer Ale (2011),American Pale Wheat Ale,other ale,0.047,17,3.4569355782245648
150,Saranac Pale Ale (12 oz.),English Pale Ale,other ale,0.055,35,3.9711052785221965
133,Saranac Pale Ale (16 oz.),English Pale Ale,other ale,0.055,18,2.7370949834547864
1578,Lahaina Town Brown,American Brown Ale,dark ale,0.051,20,3.2913964548338
1429,Pau Hana Pilsner,Czech Pilsener,lager,0.055,11,3.987721666493341
1271,Lemongrass Saison,Saison / Farmhouse Ale,other ale,0.05,27,3.6626547535071037
713,Aloha B’ak’tun,Belgian Strong Dark Ale,other ale,0.07,21,3.455741543942381
712,Liquid Breadfruit,Fruit / Vegetable Beer,other ale,0.0819999999999999,28,3.4657612405079883
690,Sobrehumano Palena'ole,American Amber / Red Ale,other ale,0.06,24,2.1815429826595296
547,La Perouse White,Witbier,other ale,0.05,12,3.3044408533696257
435,Flyin' HI.P.Hay,American IPA,IPA,0.068,68,4.1513569979836085
313,Mana Wheat,American Pale Wheat Ale,other ale,0.055,15,3.0499484113946953
33,Bikini Blonde Lager,Munich Helles Lager,lager,0.045,18,3.9895318707398575
32,CoCoNut Porter,American Porter,dark ale,0.057,30,3.329584192571514
31,Big Swell IPA,American IPA,IPA,0.062,65,3.2920472030647314
1237,Pit Stop Chocolate Porter,American Porter,dark ale,0.037,34,4.042866921574133
1236,Pace Setter Belgian Style Wit,Witbier,other ale,0.037,21,3.628598756225561
1047,Back in the Saddle Rye Pale Ale,American Pale Ale (APA),other ale,0.037,53,2.6985739260108446
1986,Bushwhacker Cider,Cider,other ale,0.069,17,2.97161195571898
1985,Weim-R-Iner,Cider,other ale,0.069,23,3.541869033366926
1984,Cherry Bomb,Cider,other ale,0.069,35,3.342942389041693
2186,Tsunami IPA,American IPA,IPA,0.072,75,3.5645088532772635
2185,Tsunami IPA,American IPA,IPA,0.072,75,4.8561357155214555
2184,Humpback Blonde Ale,American Blonde Ale,other ale,0.042,22,3.0679272379196205
2178,Hawaiian Crow Porter,American Porter,dark ale,0.052,27,3.166660177158231
2177,Volcano Red Ale,American Amber / Red Ale,other ale,0.052,23,3.1266035208034197
2176,Mauna Kea Pale Ale,American Pale Ale (APA),other ale,0.054,42,3.147451552209581
1508,Shark Bait,Fruit / Vegetable Beer,other ale,0.053,11,3.1041715543802835
1507,Gator Tail Brown Ale,American Brown Ale,dark ale,0.053,30,3.0322798649569584
1506,Miami Vice IPA,American IPA,IPA,0.071,62,3.730607652482055
1325,Big Rod Coconut Ale,American Blonde Ale,other ale,0.053,16,3.5480785874194773
174,Mickey Finn's Amber Ale,American Amber / Red Ale,other ale,0.0559999999999999,29,2.451802260498915
2093,Pleasure Town,American IPA,IPA,0.063,61,2.5740291923123495
1814,Pleasure Town IPA,American IPA,IPA,0.063,61,3.553137989240549
587,Snowshoe White Ale,Witbier,other ale,0.048,12,2.843187176426021
586,Kodiak Brown Ale,American Brown Ale,dark ale,0.05,24,3.34005851938778
434,Sockeye Red IPA,American IPA,IPA,0.057,70,3.8873499626961494
2668,Habitus (2014),American Double / Imperial IPA,IPA,0.08,100,4.57809756849991
2667,Solis,American IPA,IPA,0.075,85,4.19592467636936
2666,Jucundus,Wheat Ale,other ale,0.06,24,3.293599377946432
2664,Habitus,American Double / Imperial IPA,IPA,0.08,100,4.9522293933834085
2663,Grazias,Cream Ale,other ale,0.063,30,3.085895094014788
2662,Claritas,Kölsch,other ale,0.0579999999999999,28,2.8688617067231856
2535,Vinyl Frontier,American Double / Imperial IPA,IPA,0.083,44,2.8618063141381307
2534,Disco Superfly,American IPA,IPA,0.08,58,2.3604307132207207
2533,Misty Mountain Hop,American IPA,IPA,0.075,45,2.391119271648238
2532,One-Hit Wonderful,Belgian IPA,IPA,0.075,71,4.0838268591423645
2531,En Parfaite Harmonie,Saison / Farmhouse Ale,other ale,0.065,28,2.6417271932678856
2530,Daft Funk,Berliner Weissbier,other ale,0.043,8,3.4958117832462117
2529,Love In An Ellavator,American IPA,IPA,0.075,66,3.231730855460366
2528,Spin Doctor,American Pale Ale (APA),other ale,0.053,30,3.713446070895933
1612,Keeper (Current),American Pilsner,lager,0.05,24,2.9924391305247697
1611,Better Half,American IPA,IPA,0.068,67,4.255548434253868
1273,SNO White Ale,Witbier,other ale,0.048,27,3.445376693789871
365,BRIK Irish Red Ale,Irish Red Ale,other ale,0.048,17,3.9163081038595573
273,AXL Pale Ale,American Pale Ale (APA),other ale,,21,3.8016125121140814
1884,Hop Freak,American Double / Imperial IPA,IPA,0.087,80,4.311167282289117
1272,Louie's Demise Amber Ale,American Amber / Red Ale,other ale,0.051,24,3.4311877169440685
1080,Hop Happy,American IPA,IPA,0.075,51,1.7256882575017811
932,Booyah Farmhouse Ale,Saison / Farmhouse Ale,other ale,0.065,20,2.7877231197810244
776,O-Gii,Witbier,other ale,0.092,23,2.919667469416863
172,Flaming Damsel Lager (2010),Vienna Lager,lager,0.048,18,3.9864934938940513
171,Louie’s Demise Immort-Ale (2010),American Amber / Red Ale,other ale,0.051,24,3.986642756574468
2361,Axe Head Malt Liquor,American Malt Liquor,other ale,0.099,17,3.546303798353519
2359,Huber Bock (2014),Bock,lager,0.054,25,2.5088469388651595
2358,Minhas Light (2012),Light Lager,lager,0.04,23,2.6370437246497085
2282,Huber,American Pale Lager,lager,0.05,20,3.957712421844075
2281,Clear Creek Ice,American Pale Lager,lager,0.062,23,1.9325507281096503
2280,Clear Creek Ice,American Pale Lager,lager,0.062,13,3.424031083397234
2279,Mountain Crest,American Pale Lager,lager,0.055,13,3.2856930807689895
2278,Mountain Crest,American Pale Lager,lager,0.055,19,2.7903658946114254
2277,Mountain Creek (2013),American Pale Lager,lager,0.055,24,2.5900602338693077
2276,Boxer,American Adjunct Lager,lager,0.05,22,2.5451925827824295
2275,Boxer Light,Light Lager,lager,0.042,8,3.96192605532451
2274,Boxer Ice,American Adjunct Lager,lager,0.055,9,3.837912801729116
2273,Boxer,American Adjunct Lager,lager,0.05,9,3.854049317182343
2442,Cortez Gold,Belgian Pale Ale,other ale,0.05,26,2.6437611522201627
2441,Mission IPA,American IPA,IPA,0.068,66,4.292601962730989
1460,El Conquistador Extra Pale Ale,American Pale Ale (APA),other ale,0.048,44,2.761114367896156
1459,Shipwrecked Double IPA,American Double / Imperial IPA,IPA,0.092,75,3.754645639660339
1476,Squeaky Bike Nut Brown Ale,American Brown Ale,dark ale,0.04,45,3.880209038356828
902,Dead Horse Amber,American Pale Wheat Ale,other ale,0.04,22,3.106929865372147
645,Rocket Bike American Lager,California Common / Steam Beer,lager,0.04,8,3.768351755930503
644,Johnny's American IPA,American IPA,IPA,0.04,48,2.3864904509569644
337,Boneshaker Brown Ale,English Brown Ale,dark ale,0.055,23,3.5413349115845074
336,Iron Mike Pale Ale,American Pale Ale (APA),other ale,0.0559999999999999,23,4.071834537654367
2236,Monkadelic,American Pale Ale (APA),other ale,0.042,22,2.8037242339567148
2159,City of the Sun,American IPA,IPA,0.075,85,4.963698209617672
2157,Booming Rollers,American IPA,IPA,0.068,75,4.331594594097419
2156,Oneida,American Pale Ale (APA),other ale,0.052,50,2.3861255531568837
2154,Aurora ,American Amber / Red Ale,other ale,0.067,75,2.7328412187832223
1495,Lomaland,Saison / Farmhouse Ale,other ale,0.055,30,4.168854207915311
1494,Fortunate Islands,American Pale Wheat Ale,other ale,0.047,46,3.305442051160756
1493,Black House,American Stout,dark ale,0.0579999999999999,40,3.2837680055892506
1492,Blazing World,American Amber / Red Ale,other ale,0.065,115,1.795955916330374
327,Wapiti Amber Ale,American Amber / Red Ale,other ale,0.05,28,3.1339247261898135
719,Sweet Georgia Brown,American Brown Ale,dark ale,0.054,29,3.603893872401233
718,Rich Man's IIPA,American Double / Imperial IPA,IPA,0.087,45,2.756005015308558
717,Monkey Paw Oatmeal Pale Ale,American Pale Ale (APA),other ale,0.0579999999999999,17,2.9635607904672128
1907,Montauk Summer Ale,American Blonde Ale,other ale,0.0559999999999999,28,3.6434954939797093
1906,Driftwood Ale,Extra Special / Strong Bitter (ESB),other ale,0.06,49,2.814564728847455
1756,When Helles Freezes Over,Munich Helles Lager,lager,0.0559999999999999,18,3.1102858656193626
1617,Morgan Street Oktoberfest,Märzen / Oktoberfest,lager,0.049,24,2.8502588464148113
1052,Honey Wheat,American Pale Wheat Ale,other ale,0.047,14,3.5866852838367156
1051,Black Bear Dark Lager,Schwarzbier,lager,0.046,24,2.8341353486689074
1046,Golden Pilsner,German Pilsener,lager,0.05,35,2.4200599389778974
2413,Cali Creamin',Cream Ale,other ale,0.052,21,3.4214569395057453
419,Second Wind Pale Ale,American Pale Ale (APA),other ale,0.05,32,3.191578155848704
408,Sunny Haze,Hefeweizen,other ale,0.05,19,2.8130341661841105
2237,Towhead,American Blonde Ale,other ale,0.052,21,3.362924676874302
2208,Lil' Helper,American IPA,IPA,0.07,70,3.985382428513618
1952,Train Wreck,American Amber / Red Ale,other ale,0.0819999999999999,22,2.640430958029574
768,Full Moon Belgian White Ale,Witbier,other ale,0.085,35,3.621027173795913
625,Desert Magic IPA,American IPA,IPA,0.072,55,3.1755578338234787
326,Up River Light,Light Lager,lager,0.042,13,3.9452237792396625
132,Full Moon Belgian White Ale (2007),Witbier,other ale,0.085,20,2.929565140953863
131,Dry Heat Hefeweizen (2006),Hefeweizen,other ale,0.055,34,3.5787341758435045
1598,Mustang Sixty-Six,American Amber / Red Lager,lager,0.05,19,2.702092696591188
862,Mustang '33,American Pale Lager,lager,0.04,10,3.891602956810568
699,Session '33 (2011),American Pale Lager,lager,0.04,11,3.160601304903454
421,Mustang Golden Ale,American Blonde Ale,other ale,0.053,10,3.737775809739852
420,Washita Wheat,American Pale Wheat Ale,other ale,0.053,14,2.8180846245062927
2345,Gansett Light,Light Lager,lager,0.037,10,3.8981339118964398
2224,Bohemian Pils,American Pilsner,lager,0.052,30,2.205231463676892
1775,Autocrat Coffee Milk Stout,Milk / Sweet Stout,dark ale,0.053,30,3.0193151907806377
1291,Narragansett Bohemian Pilsner,German Pilsener,lager,0.086,35,1.784370743723077
1093,Narragansett Summer Ale,American Pale Wheat Ale,other ale,0.042,24,3.3160315842578005
580,Narragansett Cream Ale,Cream Ale,other ale,0.05,22,3.9375378451819283
403,Narragansett Summer Ale,American Pale Wheat Ale,other ale,0.042,24,2.906366407801134
316,Narragansett Porter,American Porter,dark ale,0.07,22,3.6038519529231055
315,Narragansett Bock,Bock,lager,0.065,32,1.723227306810619
314,Narragansett Fest Lager,Märzen / Oktoberfest,lager,0.055,15,3.2478549985649323
1537,Undun Blonde Ale,American Blonde Ale,other ale,0.053,26,3.455347461890805
1536,CuDa Cascadian Dark Ale,American Black Ale,other ale,0.074,25,3.5781189837150307
1265,Old Grogham Imperial India Pale Ale,American Double / Imperial IPA,IPA,0.085,86,3.9942614843828324
747,Old Grogham Imperial India Pale Ale (2012),American Double / Imperial IPA,IPA,0.085,86,3.591545823938039
746,CuDa Cascadian Dark Ale (2012),American Black Ale,other ale,0.074,33,3.372116860937429
654,Undun Blonde Ale (2012),American Blonde Ale,other ale,0.053,21,3.5189187352141635
1705,Wick For Brains,Pumpkin Ale,other ale,0.061,11,3.0267409763088753
1148,Nebraska India Pale Ale,American IPA,IPA,0.065,65,3.734484389318397
1147,EOS Hefeweizen,Hefeweizen,other ale,0.048,10,3.5785437019455126
1146,Brunette Nut Brown Ale,English Brown Ale,dark ale,0.048,15,2.9167817748497242
1145,Cardinal Pale Ale,American Pale Ale (APA),other ale,0.057,29,3.0728731642602116
1758,County Line IPA,American IPA,IPA,0.066,53,3.4156278375707703
1757,Trauger Pilsner,German Pilsener,lager,0.048,25,2.703716829161703
2475,Slow Ride,American IPA,IPA,0.045,40,3.0470015114162825
2230,Ranger IPA,American IPA,IPA,0.065,70,4.255366733304321
1987,Shift,American Pale Lager,lager,0.05,29,1.9842041684934835
1978,1554 Black Lager,Euro Dark Lager,lager,0.0559999999999999,21,1.982796938826465
1975,Blue Paddle,Czech Pilsener,lager,0.048,25,2.0759128646106992
1737,California Route,American Amber / Red Lager,lager,0.055,23,3.2077254884595137
1707,Snapshot,American Pale Wheat Ale,other ale,0.052,32,3.854150065864439
1690,Sunshine Wheat Beer,American Pale Wheat Ale,other ale,0.048,34,2.954248045481022
1586,Fat Tire Amber Ale,American Amber / Red Ale,other ale,0.052,18,3.142048347453525
952,Shift (1),American Pale Lager,lager,0.05,29,2.1694025080587918
748,Fat Tire Amber Ale (2011),American Amber / Red Ale,other ale,0.052,18,3.575105756645363
578,Shift,American Pale Lager,lager,0.05,29,2.033984238221835
564,Ranger IPA,American IPA,IPA,0.065,70,4.920460790490423
563,Fat Tire Amber Ale,American Amber / Red Ale,other ale,0.052,18,3.679756771855994
115,Ranger IPA (Current),American IPA,IPA,0.065,70,3.07139436333712
72,Sunshine Wheat Beer (2009),American Pale Wheat Ale,other ale,0.048,30,3.580451348313238
71,Fat Tire Amber Ale (2008),American Amber / Red Ale,other ale,0.052,18,2.7785097848427993
1417,Weiss Trash Culture,Berliner Weissbier,other ale,0.034,6,2.9834526339563814
885,Sea Hag IPA,American IPA,IPA,0.062,56,3.351001264368388
884,Elm City Pilsner,American Pilsner,lager,0.05,25,2.5301873243625073
757,Atlantic Amber Ale (2004),American Amber / Red Ale,other ale,0.05,18,3.3747785649945805
568,668 Neighbor of the Beast12 oz.,Belgian Pale Ale,other ale,0.09,34,2.936973326091908
320,Gandhi-Bot Double IPA (12 oz.),American Double / Imperial IPA,IPA,0.088,85,4.856508917442156
43,668 Neighbor of the Beast (16 oz.) (2010),Belgian Pale Ale,other ale,0.09,29,3.4876321966774873
42,Gandhi-Bot Double IPA (16 oz.) (2010),American Double / Imperial IPA,IPA,0.088,85,4.5035011741327065
41,Elm City Lager (2007),American Pilsner,lager,0.05,20,2.851132662560722
40,Atlantic Amber Ale (2007),American Amber / Red Ale,other ale,0.05,17,3.0516327413370474
39,Sea Hag IPA (Current),American IPA,IPA,0.062,73,4.106670449038132
2272,Rebirth Pale Ale,American Pale Ale (APA),other ale,0.05,16,2.445086984423579
1582,Irish Channel Stout,American Stout,dark ale,0.068,43,3.94861362231322
1114,MechaHopzilla,American Double / Imperial IPA,IPA,0.088,78,3.7734786877861457
486,Hopitoulas IPA,American IPA,IPA,0.065,63,3.470983242075195
485,NOLA Brown Ale,English Dark Mild Ale,dark ale,0.039,40,4.327507084296488
484,NOLA Blonde Ale,American Blonde Ale,other ale,0.049,24,2.92467213012565
2043,Skylight,Dunkelweizen,lager,0.0559999999999999,20,3.283157673125297
2042,Kadigan,American Blonde Ale,other ale,0.0559999999999999,30,3.103247222724995
2041,Dammit Jim!,American Amber / Red Ale,other ale,0.052,50,3.025399396026713
646,Nut Brown Ale,English Brown Ale,dark ale,0.054,21,3.672176951236841
165,White Ale,Witbier,other ale,0.046,33,4.026727306164819
2050,Cream Ale,Cream Ale,other ale,0.042,35,2.745563915044102
915,Green Head IPA,American IPA,IPA,0.072,54,3.4820151715130674
914,Plum Island Belgian White,Witbier,other ale,0.054,23,3.1270633710839313
913,Newburyport Pale Ale,American Pale Ale (APA),other ale,0.055,35,3.4436806535243276
1811,Marblehead,American Amber / Red Ale,other ale,0.055,25,2.9614902339925964
1622,Jam Session,American Pale Ale (APA),other ale,0.051,31,3.59687659898401
1621,Hop Drop 'N Roll IPA,American IPA,IPA,0.072,80,4.731089004736454
1307,Paleo IPA,English India Pale Ale (IPA),IPA,0.06,69,3.3095972776741482
1306,Buck Snort Stout,American Stout,dark ale,0.061,24,3.839621294457865
1305,Station 33 Firehouse Red,Irish Red Ale,other ale,0.055,30,3.575075006974351
1304,Slimy Pebble Pils,German Pilsener,lager,0.045,18,3.512811140090939
2692,Get Together,American IPA,IPA,0.045,50,2.756076090231718
2691,Maggie's Leap,Milk / Sweet Stout,dark ale,0.049,26,4.13495328865722
2690,Wall's End,English Brown Ale,dark ale,0.048,19,2.9914719437236896
2689,Pumpion,Pumpkin Ale,other ale,0.06,38,2.924596680143804
2688,Stronghold,American Porter,dark ale,0.06,25,4.484664773117368
2687,Parapet ESB,Extra Special / Strong Bitter (ESB),other ale,0.0559999999999999,47,2.898219591868188
1854,Blue Boots IPA,American IPA,IPA,0.069,58,2.8047976941919672
1227,Hoppy Bitch IPA,American IPA,IPA,0.063,58,2.952508136092024
1226,Three Skulls Ale Pale Ale,American Pale Ale (APA),other ale,0.063,42,2.249959851149153
541,Walter's Premium Pilsener Beer,German Pilsener,lager,0.045,20,3.283858191428543
109,Floppin' Crappie,American Pale Wheat Ale,other ale,0.045,16,3.009337957227905
1917,Left of the Dial IPA,American IPA,IPA,0.043,71,4.332817807170765
1190,Notch Session Pils,Czech Pilsener,lager,0.04,21,3.4922874049004937
1264,O'Fallon Pumpkin Beer,Pumpkin Ale,other ale,0.055,35,3.20504718183552
1258,5 Day IPA,American IPA,IPA,0.061,66,3.5373037122644932
128,O'Fallon Wheach,Fruit / Vegetable Beer,other ale,0.051,7,4.236195159987213
2331,Watershed IPA,American IPA,IPA,0.067,70,3.913164230720194
1669,Oakshire Amber Ale,American Amber / Red Ale,other ale,0.054,24,3.5065422296150297
1668,Overcast Espresso Stout,American Stout,dark ale,0.0579999999999999,27,3.804532765966763
999,Watershed IPA (2013),American IPA,IPA,0.067,70,4.852464653019747
2247,Lake Monster,Baltic Porter,dark ale,0.0819999999999999,25,3.704042954109341
2071,London Homesick Ale,English Bitter,other ale,0.049,27,3.217265813634442
2070,Luchesa Lager,Keller Bier / Zwickel Bier,other ale,0.048,35,3.0801872974566327
2069,Slow Ride,American Pale Ale (APA),other ale,0.048,35,3.8232283786084693
2192,Occidental Hefeweizen,American Pale Wheat Ale,other ale,0.047,23,3.2363219183862744
1130,Occidental Dunkel,Dunkelweizen,lager,0.051,17,3.979861345738333
1129,Occidental Altbier,Altbier,other ale,0.05,35,3.067005845131691
1081,Occidental Kölsch,Kölsch,other ale,0.045,33,2.726275926549611
2335,Perpetual Darkness,Belgian Strong Dark Ale,other ale,0.092,72,3.0307441165541307
2334,Clan Warrior,Scotch Ale / Wee Heavy,dark ale,0.087,29,3.6867803743879284
2333,Psycho Penguin Vanilla Porter,American Porter,dark ale,0.054,36,3.5320383990631434
1721,Heliocentric Hefeweizen,Hefeweizen,other ale,0.047,33,3.218684071429471
1720,Ghose Drifter Pale Ale,American Pale Ale (APA),other ale,0.051,23,3.120941166520985
1431,Ghost Rider Pale Ale (2013),American Pale Ale (APA),other ale,0.051,26,3.648236793893601
1430,Helios Hefeweizen (2013),Hefeweizen,other ale,0.047,28,2.9339026943203543
1059,The Hole in Hadrian's Wall,Scottish Ale,dark ale,0.095,19,3.7199843353226574
1058,33 Select Brown Ale,American Brown Ale,dark ale,0.065,26,2.934101252541889
603,Midwest Charm Farmhouse Ale,Saison / Farmhouse Ale,other ale,0.06,29,3.0606871371837006
602,Boji Blue Pale Ale,American Pale Ale (APA),other ale,0.05,45,3.780699223827791
601,Winter Games Select #32 Stout,American Stout,dark ale,0.057,26,3.532954310514642
600,Boji Beach Golden Rye Ale,Rye Beer,other ale,0.05,23,4.077814892301187
1828,Hopsmith Pale Lager,American Pale Lager,lager,0.06,8,3.0287222677788996
1487,Falling Down Brown Ale,American Brown Ale,dark ale,0.065,65,3.9484311335292634
1486,Resolution Rye Stout,American Stout,dark ale,0.068,45,4.277521963051166
1485,Plowshare Porter,American Porter,dark ale,0.055,43,4.088781102714586
1394,Old Forge Pumpkin Ale,Pumpkin Ale,other ale,0.046,20,3.5326968601653856
1381,Endless Sun Ale,American Pale Wheat Ale,other ale,0.045,19,2.9926438165886133
900,Celestial Blonde Ale,American Blonde Ale,other ale,0.065,17,3.9596908767615107
891,Overbite IPA,American IPA,IPA,0.075,59,3.9536976095382856
509,T-Rail Pale Ale,American Pale Ale (APA),other ale,0.055,29,3.269543608073999
508,Endless Summer Ale (2011),American Pale Wheat Ale,other ale,0.048,33,3.3962743663435893
1530,Clem's Gold,American Pale Lager,lager,0.053,20,3.268806309741974
1529,Lizzy's Red,American Amber / Red Lager,lager,0.055,25,2.1276069572420444
1528,Orlison India Pale Lager,American Pale Lager,lager,0.067,9,3.8947658344171048
1527,Brünette,Euro Dark Lager,lager,0.042,22,2.8454895522016415
1526,Havanüther,Light Lager,lager,0.0409999999999999,13,3.4353058859919843
